id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at
67989,Teresa,Whitaker,teresawhitaker@example.net,45,F,Ohio,9356 Contreras Shores Apt. 516,44121,South Euclid,United States,"41,52657089","-81,53215525",Search,26.10.2019 17:39:00
12099,David,Blankenship,davidblankenship@example.net,49,M,Ohio,94828 Moore Mill,44122,Beachwood,United States,"41,46763134","-81,51260307",Search,04.06.2022 15:35:00
24889,Kevin,Peterson,kevinpeterson@example.net,32,M,Ohio,32896 Anderson Plains Suite 180,44122,Beachwood,United States,"41,46763134","-81,51260307",Display,30.11.2021 18:14:00
18461,Jill,Owen,jillowen@example.org,27,F,Ohio,464 Peter Viaduct Suite 787,44124,Pepper Pike,United States,"41,50012273","-81,46860891",Organic,24.07.2022 13:59:00
24445,Curtis,Alexander,curtisalexander@example.net,29,M,Ohio,6337 Amanda Pike Apt. 947,44124,Pepper Pike,United States,"41,50012273","-81,46860891",Search,30.03.2023 04:22:00
26342,Adam,Long,adamlong@example.net,53,M,Ohio,949 Laura Curve Suite 092,44124,Pepper Pike,United States,"41,50012273","-81,46860891",Search,20.02.2023 04:53:00
14844,Laura,Vega,lauravega@example.org,25,F,Ohio,386 Kelly Square Apt. 084,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Display,19.07.2023 16:29:00
25539,Thomas,Wong,thomaswong@example.net,70,M,Ohio,953 Lopez Harbor,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,12.05.2020 02:52:00
27224,Stephanie,Fisher,stephaniefisher@example.org,68,F,Ohio,669 Mark Ports Apt. 245,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,14.10.2023 04:49:00
53602,Julie,Harris,julieharris@example.com,16,F,Ohio,2882 Kim Mills,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,17.04.2023 01:03:00
62546,Amanda,Marshall,amandamarshall@example.org,21,F,Ohio,399 Patricia Islands Apt. 393,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,17.07.2023 11:11:00
7533,Mary,Salazar,marysalazar@example.org,51,F,Ohio,399 Pollard Mountains,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,17.08.2021 09:43:00
16909,Ashley,Reynolds,ashleyreynolds@example.org,13,F,Ohio,2214 Alisha Street,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,19.01.2021 18:27:00
23405,Barbara,Taylor,barbarataylor@example.com,60,F,Ohio,1616 Bailey Landing,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Display,06.09.2020 13:34:00
79490,Eric,Perkins,ericperkins@example.com,57,M,Ohio,08586 Stacy Rapid,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,15.10.2023 11:01:00
75036,Amy,Lee,amylee@example.org,70,F,Ohio,645 Cunningham Spur,44129,Parma,United States,"41,39074364","-81,73464045",Facebook,08.04.2022 06:00:00
81039,Joanne,Walker,joannewalker@example.org,46,F,Ohio,91196 King Shore Apt. 726,44129,Parma,United States,"41,39074364","-81,73464045",Search,30.09.2023 14:11:00
94524,Michael,Newton,michaelnewton@example.net,55,M,Ohio,8688 Garcia Mountain,44129,Parma,United States,"41,39074364","-81,73464045",Search,26.07.2020 16:36:00
22422,Luis,Gutierrez,luisgutierrez@example.net,56,M,Ohio,0869 Alexander Roads Apt. 618,44130,Middleburg Heights,United States,"41,37755448","-81,78702432",Organic,25.07.2022 11:23:00
27378,Kelly,Meyer,kellymeyer@example.org,32,F,Ohio,48643 Richard Unions,44130,Middleburg Heights,United States,"41,37755448","-81,78702432",Search,20.07.2019 12:02:00
91962,Alejandro,Hall,alejandrohall@example.org,33,M,Ohio,99337 Anderson Prairie,44130,Middleburg Heights,United States,"41,37755448","-81,78702432",Search,22.10.2023 05:04:00
20336,Karen,Morrison,karenmorrison@example.com,56,F,Ohio,9727 Justin Court Apt. 255,44133,North Royalton,United States,"41,31388849","-81,74512734",Organic,02.06.2021 07:14:00
51350,Scott,Perry,scottperry@example.org,48,M,Ohio,893 Lauren Keys,44133,North Royalton,United States,"41,31388849","-81,74512734",Organic,06.08.2019 14:22:00
